titles,authors,urls
Implementation of the Patient Health Questionnaire – 9 Modified for Adolescents (PHQ-9A) Into a Pediatric Neurology Outpatient Clinic to Improve the Screening and Identification of,"Conley, Constandina P.",https://www.proquest.com/docview/3056692306/abstract/9E5C8D1B7994F37PQ/27?accountid=14553
Addressing Mental Health Post-Cardiac Procedures,"Hester, Candice.",https://www.proquest.com/docview/3072150303/abstract/9E5C8D1B7994F37PQ/28?accountid=14553
Depression in the Perinatal Period: Course and Outcome of Depression in the Period from the Last Trimester of Pregnancy to One Year after Delivery in Primiparous Mothers,"Zikic, Olivera; Stojanov, Jelena; Kostic, Jelena; Nikolic, Gordana; Suzana Tosic Golubovic; et al.",https://www.proquest.com/docview/3072395947/abstract/9E5C8D1B7994F37PQ/29?accountid=14553
"Depression, sleep, body image, and lifestyle: Prevalence and associated factors of depression among school-going adolescents in Delhi National Capital Region","Khanna, Tejasvini; Banerjee, Bratati; Majhi, Madan; Futela, Dheeman.",https://www.proquest.com/docview/2860561053/abstract/9E5C8D1B7994F37PQ/30?accountid=14553
Problem-solving interventions and depression among adolescents and young adults: A systematic review of the effectiveness of problem-solving interventions in preventing or treating,"Metz, Kristina; Lewis, Jane; Mitchell, Jade; Chakraborty, Sangita; McLeod, Bryce D; et al.",https://www.proquest.com/docview/2858624596/abstract/9E5C8D1B7994F37PQ/31?accountid=14553
"Alternative Care: Feeling anxious? Sensory deprivation therapy is an emerging solution: As employees seek solutions to anxiety and depression , reduced environmental stimulation therapy, or REST,","Cuadra, Deanna.",https://www.proquest.com/docview/3063265538/abstract/9E5C8D1B7994F37PQ/32?accountid=14553
"Prevalence and determinants of anxiety, depression and comorbid anxiety–depression symptoms among adolescents in Ebola-affected zones","Jude Mary Cénat; Dromer, Elisabeth; Mistry, Shruti; Daniela Gonzalez Villarreal; Seyed Mohammad Mahdi Moshirian Farahi; et al.",https://www.proquest.com/docview/2878248647/abstract/9E5C8D1B7994F37PQ/33?accountid=14553
Brain morphometric features predict depression symptom phenotypes in late-life depression using a deep learning model,"Cao, Bing; Yang, Erkun; Wang, Lihong; Mo, Zhanhao; Steffens, David C; et al.",https://www.proquest.com/docview/2838885049/abstract/9E5C8D1B7994F37PQ/34?accountid=14553
Evaluation of a web-based information platform on youth depression and mental health in parents of adolescents with a history of depression,"Iglhaut, Lucia; Primbs, Regine; Kaubisch, Sara; Koppenhöfer, Chiara; Piechaczek, Charlotte E; et al.",https://www.proquest.com/docview/2914284291/abstract/9E5C8D1B7994F37PQ/35?accountid=14553
Optimizing multi-domain hematologic biomarkers and clinical features for the differential diagnosis of unipolar depression and bipolar depression,"Zeng, Jinkun; Zhang, Yaoyun; Xiang, Yutao; Liang, Sugai; Xue, Chuang; et al.",https://www.proquest.com/docview/2798873274/abstract/9E5C8D1B7994F37PQ/36?accountid=14553
Examining the psychometric properties of a split version of the EQ-5D-5L anxiety/depression dimension in patients with anxiety and/or depression,"Belay, Yared Belete; Mihalopoulos, Cathrine; Lee, Yong Yi; Mulhern, Brendan; Engel, Lidia.",https://www.proquest.com/docview/2822557601/abstract/9E5C8D1B7994F37PQ/37?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
"Family Functioning, Maternal Depression, and Adolescent Cognitive Flexibility and Its Associations with Adolescent Depression: A Cross-Sectional Study","Urbańska-Grosz, Justyna; Sitek, Emilia J; Pakalska, Anna; Pietraszczyk-Kędziora, Bożena; Skwarska, Kalina; et al.",https://www.proquest.com/docview/2918621570/abstract/9E5C8D1B7994F37PQ/23?accountid=14553
Crime Risk and Depression Differentially Relate to Aspects of Sleep in Patients with Major Depression or Social Anxiety,"Klumpp, Heide; Cope Feurer; Chang, Fini; Kapella, Mary C.",https://www.proquest.com/docview/2918557212/abstract/9E5C8D1B7994F37PQ/24?accountid=14553
Impact of trauma exposure and depression comorbidity on response to transdiagnostic behavioral therapy for pediatric anxiety and depression,"Angulo, Felix; Goger, Pauline; Brent, David A; Rozenman, Michelle; Gonzalez, Araceli; et al.",https://www.proquest.com/docview/2932480246/abstract/9E5C8D1B7994F37PQ/25?accountid=14553
Familism as a Moderating Variable in the Relationship Between Exposure to Potentially Traumatic Events and Depression Symptoms in Latino Adolescents,"Favila-De La Trinidad, Iliana.",https://www.proquest.com/docview/3064951289/abstract/9E5C8D1B7994F37PQ/26?accountid=14553
Implementation of the Patient Health Questionnaire – 9 Modified for Adolescents (PHQ-9A) Into a Pediatric Neurology Outpatient Clinic to Improve the Screening and Identification of,"Conley, Constandina P.",https://www.proquest.com/docview/3056692306/abstract/9E5C8D1B7994F37PQ/27?accountid=14553
Addressing Mental Health Post-Cardiac Procedures,"Hester, Candice.",https://www.proquest.com/docview/3072150303/abstract/9E5C8D1B7994F37PQ/28?accountid=14553
Depression in the Perinatal Period: Course and Outcome of Depression in the Period from the Last Trimester of Pregnancy to One Year after Delivery in Primiparous Mothers,"Zikic, Olivera; Stojanov, Jelena; Kostic, Jelena; Nikolic, Gordana; Suzana Tosic Golubovic; et al.",https://www.proquest.com/docview/3072395947/abstract/9E5C8D1B7994F37PQ/29?accountid=14553
"Depression, sleep, body image, and lifestyle: Prevalence and associated factors of depression among school-going adolescents in Delhi National Capital Region","Khanna, Tejasvini; Banerjee, Bratati; Majhi, Madan; Futela, Dheeman.",https://www.proquest.com/docview/2860561053/abstract/9E5C8D1B7994F37PQ/30?accountid=14553
Problem-solving interventions and depression among adolescents and young adults: A systematic review of the effectiveness of problem-solving interventions in preventing or treating,"Metz, Kristina; Lewis, Jane; Mitchell, Jade; Chakraborty, Sangita; McLeod, Bryce D; et al.",https://www.proquest.com/docview/2858624596/abstract/9E5C8D1B7994F37PQ/31?accountid=14553
"Alternative Care: Feeling anxious? Sensory deprivation therapy is an emerging solution: As employees seek solutions to anxiety and depression , reduced environmental stimulation therapy, or REST,","Cuadra, Deanna.",https://www.proquest.com/docview/3063265538/abstract/9E5C8D1B7994F37PQ/32?accountid=14553
"Prevalence and determinants of anxiety, depression and comorbid anxiety–depression symptoms among adolescents in Ebola-affected zones","Jude Mary Cénat; Dromer, Elisabeth; Mistry, Shruti; Daniela Gonzalez Villarreal; Seyed Mohammad Mahdi Moshirian Farahi; et al.",https://www.proquest.com/docview/2878248647/abstract/9E5C8D1B7994F37PQ/33?accountid=14553
Brain morphometric features predict depression symptom phenotypes in late-life depression using a deep learning model,"Cao, Bing; Yang, Erkun; Wang, Lihong; Mo, Zhanhao; Steffens, David C; et al.",https://www.proquest.com/docview/2838885049/abstract/9E5C8D1B7994F37PQ/34?accountid=14553
Evaluation of a web-based information platform on youth depression and mental health in parents of adolescents with a history of depression,"Iglhaut, Lucia; Primbs, Regine; Kaubisch, Sara; Koppenhöfer, Chiara; Piechaczek, Charlotte E; et al.",https://www.proquest.com/docview/2914284291/abstract/9E5C8D1B7994F37PQ/35?accountid=14553
Optimizing multi-domain hematologic biomarkers and clinical features for the differential diagnosis of unipolar depression and bipolar depression,"Zeng, Jinkun; Zhang, Yaoyun; Xiang, Yutao; Liang, Sugai; Xue, Chuang; et al.",https://www.proquest.com/docview/2798873274/abstract/9E5C8D1B7994F37PQ/36?accountid=14553
Examining the psychometric properties of a split version of the EQ-5D-5L anxiety/depression dimension in patients with anxiety and/or depression,"Belay, Yared Belete; Mihalopoulos, Cathrine; Lee, Yong Yi; Mulhern, Brendan; Engel, Lidia.",https://www.proquest.com/docview/2822557601/abstract/9E5C8D1B7994F37PQ/37?accountid=14553
Depression and cognition are associated with lipid dysregulation in both a multigenerational study of depression and the National Health and Nutrition Examination Survey,"Mehdi, S. M. A; Costa, A. P; Svob, C; Pan, L; Dartora, W. J; et al.",https://www.proquest.com/docview/2955124413/abstract/9E5C8D1B7994F37PQ/38?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2884719894/abstract/9E5C8D1B7994F37PQ/19?accountid=14553
"Relations Among Positive Youth Development, Perceived Social Relationships, and Depression Among Early Adolescents","Luo, Liyang.",https://www.proquest.com/docview/3059205855/abstract/9E5C8D1B7994F37PQ/20?accountid=14553
Bupleurum in Treatment of Depression Disorder: A Comprehensive Review,"Ran, Shuzhen; Peng, Rui; Guo, Qingwan; Cui, Jinshuai; Chen, Gang; et al.",https://www.proquest.com/docview/3047029610/abstract/9E5C8D1B7994F37PQ/21?accountid=14553
Evaluation of New Approaches to Depression Treatment Using an Animal Model of Pharmacoresistant Depression,"Zvozilova, Alexandra; Bukatova, Stanislava; Koprdova, Romana; Mach, Mojmir.",https://www.proquest.com/docview/3059434786/abstract/9E5C8D1B7994F37PQ/22?accountid=14553
"Family Functioning, Maternal Depression, and Adolescent Cognitive Flexibility and Its Associations with Adolescent Depression: A Cross-Sectional Study","Urbańska-Grosz, Justyna; Sitek, Emilia J; Pakalska, Anna; Pietraszczyk-Kędziora, Bożena; Skwarska, Kalina; et al.",https://www.proquest.com/docview/2918621570/abstract/9E5C8D1B7994F37PQ/23?accountid=14553
Crime Risk and Depression Differentially Relate to Aspects of Sleep in Patients with Major Depression or Social Anxiety,"Klumpp, Heide; Cope Feurer; Chang, Fini; Kapella, Mary C.",https://www.proquest.com/docview/2918557212/abstract/9E5C8D1B7994F37PQ/24?accountid=14553
Impact of trauma exposure and depression comorbidity on response to transdiagnostic behavioral therapy for pediatric anxiety and depression,"Angulo, Felix; Goger, Pauline; Brent, David A; Rozenman, Michelle; Gonzalez, Araceli; et al.",https://www.proquest.com/docview/2932480246/abstract/9E5C8D1B7994F37PQ/25?accountid=14553
Familism as a Moderating Variable in the Relationship Between Exposure to Potentially Traumatic Events and Depression Symptoms in Latino Adolescents,"Favila-De La Trinidad, Iliana.",https://www.proquest.com/docview/3064951289/abstract/9E5C8D1B7994F37PQ/26?accountid=14553
Implementation of the Patient Health Questionnaire – 9 Modified for Adolescents (PHQ-9A) Into a Pediatric Neurology Outpatient Clinic to Improve the Screening and Identification of,"Conley, Constandina P.",https://www.proquest.com/docview/3056692306/abstract/9E5C8D1B7994F37PQ/27?accountid=14553
Addressing Mental Health Post-Cardiac Procedures,"Hester, Candice.",https://www.proquest.com/docview/3072150303/abstract/9E5C8D1B7994F37PQ/28?accountid=14553
Depression in the Perinatal Period: Course and Outcome of Depression in the Period from the Last Trimester of Pregnancy to One Year after Delivery in Primiparous Mothers,"Zikic, Olivera; Stojanov, Jelena; Kostic, Jelena; Nikolic, Gordana; Suzana Tosic Golubovic; et al.",https://www.proquest.com/docview/3072395947/abstract/9E5C8D1B7994F37PQ/29?accountid=14553
"Depression, sleep, body image, and lifestyle: Prevalence and associated factors of depression among school-going adolescents in Delhi National Capital Region","Khanna, Tejasvini; Banerjee, Bratati; Majhi, Madan; Futela, Dheeman.",https://www.proquest.com/docview/2860561053/abstract/9E5C8D1B7994F37PQ/30?accountid=14553
Problem-solving interventions and depression among adolescents and young adults: A systematic review of the effectiveness of problem-solving interventions in preventing or treating,"Metz, Kristina; Lewis, Jane; Mitchell, Jade; Chakraborty, Sangita; McLeod, Bryce D; et al.",https://www.proquest.com/docview/2858624596/abstract/9E5C8D1B7994F37PQ/31?accountid=14553
"Alternative Care: Feeling anxious? Sensory deprivation therapy is an emerging solution: As employees seek solutions to anxiety and depression , reduced environmental stimulation therapy, or REST,","Cuadra, Deanna.",https://www.proquest.com/docview/3063265538/abstract/9E5C8D1B7994F37PQ/32?accountid=14553
"Prevalence and determinants of anxiety, depression and comorbid anxiety–depression symptoms among adolescents in Ebola-affected zones","Jude Mary Cénat; Dromer, Elisabeth; Mistry, Shruti; Daniela Gonzalez Villarreal; Seyed Mohammad Mahdi Moshirian Farahi; et al.",https://www.proquest.com/docview/2878248647/abstract/9E5C8D1B7994F37PQ/33?accountid=14553
Brain morphometric features predict depression symptom phenotypes in late-life depression using a deep learning model,"Cao, Bing; Yang, Erkun; Wang, Lihong; Mo, Zhanhao; Steffens, David C; et al.",https://www.proquest.com/docview/2838885049/abstract/9E5C8D1B7994F37PQ/34?accountid=14553
Evaluation of a web-based information platform on youth depression and mental health in parents of adolescents with a history of depression,"Iglhaut, Lucia; Primbs, Regine; Kaubisch, Sara; Koppenhöfer, Chiara; Piechaczek, Charlotte E; et al.",https://www.proquest.com/docview/2914284291/abstract/9E5C8D1B7994F37PQ/35?accountid=14553
Optimizing multi-domain hematologic biomarkers and clinical features for the differential diagnosis of unipolar depression and bipolar depression,"Zeng, Jinkun; Zhang, Yaoyun; Xiang, Yutao; Liang, Sugai; Xue, Chuang; et al.",https://www.proquest.com/docview/2798873274/abstract/9E5C8D1B7994F37PQ/36?accountid=14553
Examining the psychometric properties of a split version of the EQ-5D-5L anxiety/depression dimension in patients with anxiety and/or depression,"Belay, Yared Belete; Mihalopoulos, Cathrine; Lee, Yong Yi; Mulhern, Brendan; Engel, Lidia.",https://www.proquest.com/docview/2822557601/abstract/9E5C8D1B7994F37PQ/37?accountid=14553
Depression and cognition are associated with lipid dysregulation in both a multigenerational study of depression and the National Health and Nutrition Examination Survey,"Mehdi, S. M. A; Costa, A. P; Svob, C; Pan, L; Dartora, W. J; et al.",https://www.proquest.com/docview/2955124413/abstract/9E5C8D1B7994F37PQ/38?accountid=14553
"Sleep quality, anxiety, depression, and quality of life in rheumatoid arthritis patients and impact of disease activity ","Abdelrahman, Maha S. I; Shaddad, Ahmad M; Khaleel, Waleed Gamal Elddin; Talaat, Esraa A; Safwat, Shady Mohamed; et al.",https://www.proquest.com/docview/2930347218/abstract/9E5C8D1B7994F37PQ/39?accountid=14553
Rasch analysis of the Hospital Anxiety and Depression Scale (HADS) in patients with major depression,"Xiao-Jie, Huang; Hai-Yan, Ma; Wang, Xue-Mei; Zhong, Jing; Yu-Qi, Chen; et al.",https://www.proquest.com/docview/2868236312/abstract/9E5C8D1B7994F37PQ/1?accountid=14553
"Diagnostic Value in Screening Severe Depression of the Hamilton Depression Rating Scale, Hamilton Anxiety Rating Scale, Beck Depression Inventory Scale, and Zung's Self-Rating Anxiety Scale","Tung, Vu Son; Thong, Nguyen-Van; Mai, Nguyen-Thi Phuong; Linh, Le-Thi Thao; Son, Dang Cong; et al.",https://www.proquest.com/docview/2907509961/abstract/9E5C8D1B7994F37PQ/2?accountid=14553
Ketamine and Treatment Resistant Depression: Researching Psychologists’ Perceptions Regarding the Use of Ketamine for Treatment Resistant Depression,"Pittera, Bianca.",https://www.proquest.com/docview/3046408077/abstract/9E5C8D1B7994F37PQ/3?accountid=14553
Preventing Depression Study: Persuade Preventing Depression in the Community Through Non-Traditional Providers-A Feasibility Study and Qualitative Process Evaluation,"Safari, Mel.",https://www.proquest.com/docview/3073250543/abstract/9E5C8D1B7994F37PQ/4?accountid=14553
Improving Adolescent Depression Screening and Documentation Compliance at a Pediatric Primary Care Clinic,"Clifton, Kellie.",https://www.proquest.com/docview/3056838089/abstract/9E5C8D1B7994F37PQ/5?accountid=14553
Development and Evaluation of a Nurse Practitioner-Directed Depression Screening Protocol for Adults in an Outpatient Tele-Psychiatric Practice,"Isoh-Adesanya, Margaret.",https://www.proquest.com/docview/3060123697/abstract/9E5C8D1B7994F37PQ/6?accountid=14553
Implementation of a Postpartum Depression Screening and Mental Health Resource Guideline in the Neonatal Intensive Care Unit,"Martineau, Caroline Hayes.",https://www.proquest.com/docview/3056942154/abstract/9E5C8D1B7994F37PQ/7?accountid=14553
Exploration of Associations Between Asthma and Depression in Older American Adults: A Pooled Cross-sectional Analysis of Medicare Recipients,"Ring, Brian.",https://www.proquest.com/docview/3066257658/abstract/9E5C8D1B7994F37PQ/8?accountid=14553
"Effect of Pre-diagnosed Depression on Breast Cancer Diagnoses, Treatment and Mortality of Women Aged ≥ 65 Years","Gbogbo, David.",https://www.proquest.com/docview/3072248963/abstract/9E5C8D1B7994F37PQ/9?accountid=14553
The Effects of Cognitive Behavioral Therapy on Depression in People With Parkinson’s Disease,"Settu, Karpagam.",https://www.proquest.com/docview/3065231079/abstract/9E5C8D1B7994F37PQ/10?accountid=14553
Do Empathy and Rumination Mediate Impacts of Depression on Relationship Satisfaction?,"Wray, Kaitlin.",https://www.proquest.com/docview/2932587503/abstract/9E5C8D1B7994F37PQ/11?accountid=14553
"Effects of Tropical Cyclones and Other Severe Weather Events on Reddish Egret (Egretta rufescens) Populations in Louisiana, U.S.A.","Vasseur, Phillip L; Collins, Samantha A; Selman, Will.",https://www.proquest.com/docview/2838535653/abstract/9E5C8D1B7994F37PQ/12?accountid=14553
Coping with depression: a narrative study of an online depression community in China,"Li, Xin; Xu, Kaibin.",https://www.proquest.com/docview/2894621657/abstract/9E5C8D1B7994F37PQ/13?accountid=14553
Eye-tracking evidence of a relationship between attentional bias for emotional faces and depression severity in patients with treatment-resistant depression,"Imbert, Laetitia; Neige, Cécilia; Moirand, Rémi; Piva, Giulia; Bediou, Benoit; et al.",https://www.proquest.com/docview/3060075218/abstract/9E5C8D1B7994F37PQ/14?accountid=14553
Fear of depression recurrence among individuals with remitted depression: a qualitative interview study,"Gumuchian, Stephanie T; Boyle, Ariel; Hazel, Lori H; Ellenbogen, Mark A.",https://www.proquest.com/docview/2956859350/abstract/9E5C8D1B7994F37PQ/15?accountid=14553
Use of Phone App- Monitored Walking Exercise to Reduce Depressive Symptoms Among Adults Ages 55-75 Diagnosed With Depression,"Iwundu, Edna C.",https://www.proquest.com/docview/3073869139/abstract/9E5C8D1B7994F37PQ/16?accountid=14553
Use of the 21-item Depression Anxiety Stress Scale to assess depression in adolescents,"Tekkalaki, Bheemsain; Andrade, Chittaranjan.",https://www.proquest.com/docview/3039034410/citation/9E5C8D1B7994F37PQ/17?accountid=14553
Bacillus licheniformis prevents and reduces anxiety-like and depression-like behaviours,"Feng, Siyuan; Meng, Chen; Liu, Yiyuan; Yi, Yue; Liang, Axin; et al.",https://www.proquest.com/docview/2831674127/abstract/9E5C8D1B7994F37PQ/18?accountid=14553
